Using GPU: 2...
X_train.shape=(30752, 2, 64), y_train.shape=(30752,);
X_test.shape=(3942, 2, 64), y_test.shape=(3942,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9407318579890258
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.q2q_attention_layer.0.weight
model.q2q_attention_layer.0.bias
model.q2q_attention_layer.3.weight
model.q2q_attention_layer.3.bias
model.r2r_attention_layer.0.weight
model.r2r_attention_layer.0.bias
model.r2r_attention_layer.3.weight
model.r2r_attention_layer.3.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.531250, cost=0.695238, test acc=0.664891, cost=0.654495, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 2 training acc=0.656250, cost=0.648350, test acc=0.664891, cost=0.618025, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 3 training acc=0.718750, cost=0.565613, test acc=0.664891, cost=0.635039, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 4 training acc=0.593750, cost=0.690157, test acc=0.664891, cost=0.640546, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 5 training acc=0.718750, cost=0.591481, test acc=0.664891, cost=0.621702, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 6 training acc=0.562500, cost=0.798231, test acc=0.664891, cost=0.603169, disagree_f1=0.798720, agree_f1=0.000000, average_f1=0.399360
BATCH 7 training acc=0.562500, cost=0.680835, test acc=0.675292, cost=0.617262, disagree_f1=0.786025, agree_f1=0.327024, average_f1=0.556524
BATCH 8 training acc=0.593750, cost=0.636009, test acc=0.649670, cost=0.644414, disagree_f1=0.727129, agree_f1=0.510804, average_f1=0.618967
BATCH 9 training acc=0.750000, cost=0.638648, test acc=0.617199, cost=0.658821, disagree_f1=0.670740, agree_f1=0.542866, average_f1=0.606803
BATCH 10 training acc=0.687500, cost=0.623608, test acc=0.629630, cost=0.644301, disagree_f1=0.695326, agree_f1=0.527814, average_f1=0.611570
BATCH 11 training acc=0.500000, cost=0.682457, test acc=0.645865, cost=0.629523, disagree_f1=0.721802, agree_f1=0.512910, average_f1=0.617356
BATCH 12 training acc=0.593750, cost=0.684579, test acc=0.660832, cost=0.617809, disagree_f1=0.743329, agree_f1=0.500187, average_f1=0.621758
BATCH 13 training acc=0.656250, cost=0.599588, test acc=0.673009, cost=0.604233, disagree_f1=0.764824, agree_f1=0.463587, average_f1=0.614206
BATCH 14 training acc=0.812500, cost=0.513422, test acc=0.675799, cost=0.594266, disagree_f1=0.780337, agree_f1=0.381413, average_f1=0.580875
BATCH 15 training acc=0.625000, cost=0.638983, test acc=0.677575, cost=0.595914, disagree_f1=0.783954, agree_f1=0.364818, average_f1=0.574386
BATCH 16 training acc=0.593750, cost=0.620530, test acc=0.675038, cost=0.599952, disagree_f1=0.780086, agree_f1=0.377853, average_f1=0.578970
BATCH 17 training acc=0.593750, cost=0.576933, test acc=0.677575, cost=0.609054, disagree_f1=0.780142, agree_f1=0.395625, average_f1=0.587884
BATCH 18 training acc=0.687500, cost=0.572121, test acc=0.678590, cost=0.614063, disagree_f1=0.775871, agree_f1=0.432093, average_f1=0.603982
